age,income,credit_score,years_employed,debt_to_income,num_credit_cards,education,marital_status,credit_limit,loan_default
24,20000.0,663,12.3,0.262,5,0,1,8455,0
21,20000.0,442,10.4,0.365,3,0,1,5036,0
27,54031.0,850,4.3,0.041,4,3,1,18433,0
47,60360.0,594,3.1,0.181,5,2,0,15807,0
32,50018.0,740,15.0,0.122,0,2,0,20323,0
53,20000.0,646,18.9,0.382,5,1,0,11507,0
46,20000.0,554,4.8,0.077,2,3,0,11370,0
18,35463.0,539,0.1,0.154,2,3,1,12688,0
55,53625.0,840,12.6,0.097,4,2,0,21135,0
57,67094.0,765,2.7,0.188,0,1,0,18897,0
30,40758.0,850,0.1,0.036,4,2,1,16016,0
51,47317.0,657,13.1,0.236,2,0,2,15382,0
32,38867.0,685,5.8,0.164,1,0,0,13843,0
46,62849.0,618,9.2,0.131,3,2,0,19126,0
26,46644.0,616,19.7,0.126,6,0,0,18050,0
18,38276.0,525,,0.139,5,0,2,9991,0
39,29299.0,660,5.6,0.135,3,2,1,12219,0
43,38756.0,555,2.7,0.193,1,0,1,11532,0
39,,703,2.9,0.181,2,1,0,13254,0
27,44980.0,670,12.7,0.042,2,1,0,19026,0
39,49250.0,685,4.8,0.08,3,2,0,16677,0
49,106317.0,850,1.4,0.064,3,1,1,23766,0
44,44897.0,645,0.8,0.09,2,1,1,14338,0
48,21608.0,741,5.1,0.327,2,1,1,7981,0
35,73636.0,850,5.0,0.14,7,0,2,18541,0
63,20000.0,807,8.5,0.241,3,3,0,12627,0
27,20000.0,788,5.1,0.187,3,1,0,11243,0
52,47509.0,613,1.2,0.018,6,2,1,14939,0
63,54892.0,678,5.7,0.08,2,2,1,16748,0
52,20000.0,492,19.0,0.161,5,0,2,12108,0
42,26735.0,710,1.4,0.071,3,0,2,9823,0
37,22362.0,683,9.4,0.09,4,3,0,15869,0
61,24604.0,653,7.2,0.239,4,1,1,8742,0
24,77256.0,773,11.0,0.362,1,1,0,19253,0
30,63908.0,505,1.3,0.208,0,2,1,15187,0
39,35764.0,846,22.7,0.294,6,0,1,17376,0
64,23464.0,758,7.8,0.153,3,2,1,12937,0
51,20000.0,642,15.0,0.27,1,1,0,10543,0
30,113114.0,632,2.3,0.156,1,2,0,22802,0
40,58319.0,708,10.8,0.467,3,2,0,13937,0
36,20633.0,833,12.2,0.101,5,2,1,15957,0
34,64581.0,662,4.1,0.22,4,0,1,14579,0
60,34332.0,667,3.9,0.329,3,2,1,9181,0
24,28863.0,652,,0.122,2,2,1,14684,0
69,51440.0,850,0.8,0.238,1,1,0,15803,0
57,20066.0,606,10.6,0.35,3,1,0,8147,0
61,27584.0,646,0.4,0.245,7,1,0,8352,0
38,40021.0,826,1.7,0.1,2,2,2,15669,0
43,24354.0,668,8.7,0.127,5,3,0,13309,0
24,62023.0,786,0.8,0.25,3,2,0,15655,0
37,161984.0,541,28.6,0.258,1,2,0,37823,0
52,20000.0,625,16.2,0.264,4,2,0,12485,0
64,20000.0,828,7.9,0.511,1,1,1,8745,0
28,20000.0,569,13.7,0.384,3,1,0,11359,0
40,32197.0,632,17.5,0.038,2,1,1,18268,0
43,21364.0,681,2.4,0.131,0,2,2,10371,0
24,42885.0,531,15.1,0.25,5,0,2,14511,0
54,40380.0,600,1.7,0.22,2,2,0,12920,0
34,20000.0,664,4.3,0.053,2,0,0,12601,0
42,20000.0,656,6.5,0.138,6,2,1,9753,0
38,46016.0,804,10.0,0.347,4,3,2,14868,0
33,40471.0,835,0.2,0.042,0,1,1,14439,0
45,25831.0,547,2.7,0.031,2,2,0,13620,0
42,20000.0,663,7.5,0.307,2,2,0,10381,0
39,52951.0,731,3.5,0.035,1,1,1,16488,0
34,100460.0,832,11.9,0.401,1,0,0,22777,0
50,45360.0,736,8.4,0.242,11,2,0,13979,0
70,20000.0,685,2.1,0.149,3,2,1,9676,0
47,37633.0,730,1.3,0.162,5,2,1,12090,0
60,20000.0,731,,0.303,3,3,0,11198,0
24,84657.0,539,4.8,0.184,5,3,0,18061,0
47,38773.0,673,1.5,0.204,3,3,0,12712,0
29,20000.0,825,3.2,0.329,4,1,0,9527,0
23,28551.0,625,2.9,0.448,5,1,2,6170,0
34,52609.0,666,0.9,0.141,4,2,1,13153,0
63,27821.0,621,6.3,0.106,2,2,1,11765,0
59,29123.0,372,11.5,0.523,4,1,1,6438,0
49,20000.0,652,6.9,0.052,7,1,1,11703,0
22,57138.0,686,14.0,0.117,3,3,1,21559,0
42,21617.0,589,1.1,0.055,3,0,0,10672,0
50,20000.0,511,4.6,0.244,3,3,0,8649,0
48,26984.0,544,7.5,0.244,1,2,0,11430,0
18,79612.0,742,9.0,0.14,1,2,0,22797,0
32,26648.0,850,9.5,0.451,10,1,0,7006,0
44,145858.0,816,10.4,0.19,1,2,1,34545,0
53,51184.0,489,8.4,0.314,2,2,0,13889,0
18,47620.0,753,0.8,0.246,4,1,1,13415,0
43,32770.0,570,9.5,0.142,3,1,1,14509,0
47,34385.0,580,10.3,0.312,1,2,1,12182,0
58,29415.0,595,40.0,0.394,2,0,0,17228,0
55,28515.0,735,9.5,0.112,3,3,0,15169,0
54,55531.0,765,9.3,0.235,6,3,2,17485,0
33,20000.0,638,5.8,0.128,3,1,1,11332,0
18,20000.0,640,16.2,0.092,7,3,1,14738,0
39,20000.0,706,40.0,0.15,6,2,0,22693,0
60,186563.0,718,12.1,0.358,1,1,0,34025,0
66,55508.0,791,7.6,0.438,3,1,1,14973,0
56,46332.0,496,0.7,0.515,4,1,0,6447,0
51,20000.0,652,10.4,0.229,3,2,1,10845,0
51,59795.0,522,9.9,0.374,4,1,1,14228,0
37,33082.0,644,12.0,0.158,3,1,1,14924,0
43,43102.0,623,1.1,0.155,3,1,1,12325,0
70,20000.0,644,8.5,0.39,3,2,1,9157,0
31,41283.0,554,2.8,0.246,3,2,1,10286,0
69,25872.0,472,11.4,0.462,5,3,1,8771,0
40,20000.0,399,2.2,0.046,4,0,0,7479,0
65,65335.0,634,9.2,0.401,4,0,1,14032,0
24,20000.0,598,2.8,0.189,4,2,1,9824,0
54,57058.0,569,0.1,0.296,2,0,1,9502,0
34,62792.0,809,8.0,0.219,2,2,1,17482,0
24,20000.0,547,1.0,0.257,1,0,0,8299,0
48,20000.0,820,8.6,0.269,3,1,0,11339,0
60,30381.0,845,20.8,0.318,7,2,1,16908,0
32,45507.0,416,27.9,0.131,1,1,2,20474,0
23,32135.0,661,2.2,0.071,5,1,1,11809,0
44,51372.0,602,13.3,0.355,0,2,1,15437,0
44,148804.0,301,3.5,0.171,1,3,1,26596,0
53,24193.0,477,18.5,0.069,1,1,2,15447,0
59,20000.0,743,12.4,0.088,5,2,1,16100,0
44,70315.0,850,0.6,0.21,7,1,0,14799,0
73,139616.0,758,4.2,0.19,4,1,2,27307,0
48,49723.0,689,3.3,0.051,3,1,1,15634,0
40,,647,12.3,0.271,2,2,0,14167,0
21,32889.0,850,4.2,0.094,3,0,1,15014,0
41,20000.0,850,9.2,0.014,2,2,0,16608,0
40,60736.0,580,7.4,0.087,2,3,1,20302,0
59,20000.0,410,29.7,0.079,2,2,1,15873,0
52,28564.0,398,22.2,0.121,2,3,0,18856,0
27,20000.0,809,4.5,0.113,1,1,1,14325,0
48,40193.0,644,10.3,0.128,3,0,0,14969,0
55,27090.0,672,14.2,0.347,3,1,0,9820,0
68,41832.0,435,18.3,0.339,7,0,1,10660,0
58,36971.0,560,0.6,0.191,3,2,2,9629,0
56,20000.0,615,2.9,0.319,5,2,0,6042,0
46,59964.0,675,3.1,0.257,4,1,1,13349,0
51,34926.0,602,4.6,0.219,5,2,1,10883,0
64,20000.0,526,1.5,0.232,5,1,1,8121,0
25,218107.0,556,5.5,0.151,6,0,1,40012,0
40,53164.0,795,,0.341,1,1,2,15780,0
33,32125.0,679,5.5,0.12,2,2,1,13107,0
51,,723,8.8,0.181,3,3,2,26873,0
63,158491.0,542,0.6,0.389,3,1,1,23742,0
36,32329.0,300,16.7,0.173,0,2,1,12701,0
18,47950.0,587,22.4,0.083,1,2,1,22425,0
39,20000.0,546,7.7,0.327,5,1,0,7199,0
59,32281.0,692,17.1,0.226,3,3,0,16436,0
53,30969.0,850,1.1,0.156,5,1,1,13474,0
51,42102.0,733,12.8,0.293,3,3,0,16875,0
41,47392.0,850,1.0,0.397,2,0,1,10963,0
26,56832.0,718,4.2,0.253,6,2,1,13903,0
53,43920.0,574,3.1,0.28,5,2,1,10918,0
32,20000.0,692,7.0,0.411,0,1,1,9277,0
78,20000.0,850,2.9,0.436,2,0,0,7741,0
54,23456.0,850,8.1,0.127,4,0,1,12953,0
36,28976.0,581,3.7,0.037,0,0,1,11987,0
36,84172.0,680,15.8,0.192,3,2,2,23696,0
44,20000.0,478,8.0,0.153,1,2,1,11223,0
41,27284.0,749,1.9,0.196,1,0,1,12130,0
62,77840.0,836,3.3,0.262,1,0,0,17387,0
48,28570.0,655,15.0,0.319,2,0,0,12506,0
34,52488.0,570,3.9,0.08,6,1,1,13627,0
73,32480.0,693,6.1,0.353,4,3,0,10141,0
46,,700,8.4,0.294,1,1,1,13694,0
57,30249.0,660,3.4,0.214,3,1,1,10119,0
36,61923.0,671,2.8,0.084,3,0,1,16912,0
50,20000.0,629,5.2,0.171,6,0,1,9492,0
50,27156.0,770,1.9,0.237,0,0,1,10900,0
18,46040.0,738,2.7,0.054,3,1,1,14242,0
75,55657.0,532,0.5,0.317,1,0,1,10456,0
64,119894.0,529,2.9,0.383,3,2,1,20166,0
39,,619,3.1,0.238,2,1,1,9887,0
28,118609.0,738,26.1,0.186,6,2,0,33076,0
50,21435.0,668,7.1,0.277,3,1,1,9931,0
46,105126.0,573,12.4,0.304,2,1,1,21972,0
50,69841.0,681,0.4,0.532,4,0,1,9246,0
48,20000.0,610,0.9,0.188,6,0,2,5700,0
53,46427.0,756,13.5,0.16,2,0,1,17375,0
67,34857.0,690,7.8,0.196,2,3,0,14651,0
54,,612,1.7,0.19,2,1,2,13794,0
29,30375.0,678,4.2,0.083,3,1,0,13844,0
65,28402.0,808,6.2,0.172,5,2,0,13821,0
70,108584.0,582,14.8,0.195,4,2,0,25832,0
80,33558.0,698,0.5,0.335,0,2,0,9152,0
28,70343.0,642,7.3,0.061,1,0,2,20997,0
49,30325.0,701,10.1,0.306,5,2,0,11993,0
18,137769.0,571,30.5,0.482,1,2,0,33900,0
53,21106.0,663,13.2,0.205,3,1,0,11972,0
37,22219.0,783,2.6,0.111,4,3,1,11564,0
74,122960.0,538,9.9,0.381,1,2,0,23915,0
33,25439.0,490,11.5,0.228,2,2,0,11640,0
20,130726.0,495,10.5,0.339,4,1,1,24819,0
38,74122.0,510,13.7,0.166,5,3,0,20599,0
18,32089.0,721,18.7,0.386,2,1,1,14768,0
56,20000.0,481,0.8,0.249,4,3,2,5837,0
18,35759.0,614,0.9,0.316,1,1,1,7863,0
45,39391.0,724,12.7,0.21,2,3,0,17204,0
18,92390.0,700,2.3,0.295,3,2,1,18860,0
40,129412.0,604,0.5,0.006,3,2,1,27056,0
70,20994.0,673,4.1,0.091,1,0,1,12275,0
50,68937.0,663,13.7,0.34,3,1,0,18659,0
32,66992.0,623,1.1,0.389,2,2,0,13564,0
45,85710.0,625,8.9,0.12,3,1,1,22994,0
45,54120.0,850,0.0,0.185,6,2,1,14057,0
52,20000.0,747,0.9,0.254,4,3,1,8420,0
24,32070.0,850,3.5,0.124,4,0,0,13297,0
54,20000.0,590,0.7,0.303,5,1,2,5915,0
18,30882.0,640,15.0,0.31,2,0,0,11242,0
36,79539.0,490,16.0,0.434,3,0,0,17718,0
38,46357.0,553,11.3,0.205,1,2,1,16245,0
54,90987.0,850,2.2,0.348,2,0,1,18108,0
45,47734.0,587,5.9,0.204,4,1,0,12950,0
24,20000.0,850,1.6,0.229,4,3,1,10515,0
30,20000.0,501,2.6,0.175,6,1,1,6389,0
48,40907.0,524,5.8,0.259,4,3,1,10847,0
44,30603.0,609,10.6,0.258,4,1,1,12447,0
36,20000.0,642,0.8,0.102,2,1,1,10102,0
38,20000.0,761,,0.123,2,1,0,12558,0
55,20175.0,704,20.9,0.023,2,0,2,16486,0
37,31083.0,600,4.5,0.217,3,2,0,10586,0
44,61865.0,634,22.4,0.328,7,2,2,18986,0
78,42231.0,612,38.0,0.05,3,2,0,28612,0
24,131459.0,540,,0.188,3,1,1,25626,0
18,20000.0,543,2.7,0.384,4,2,1,6986,0
57,73486.0,773,12.5,0.169,2,0,2,22410,0
35,37716.0,431,1.4,0.031,1,2,1,13190,0
40,63306.0,844,2.3,0.201,2,0,0,16320,0
33,25611.0,609,12.3,0.146,6,1,0,10748,0
41,85592.0,557,4.5,0.092,1,2,0,20023,0
69,45990.0,739,1.8,0.258,1,3,0,15108,0
57,21088.0,828,8.4,0.107,0,2,1,14013,0
58,35968.0,784,10.6,0.368,3,2,2,12734,0
24,29982.0,710,1.1,0.196,1,3,1,12624,0
28,53709.0,780,2.6,0.288,4,2,1,14950,0
18,20000.0,444,2.0,0.255,2,2,1,5256,0
33,35473.0,587,3.8,0.039,2,2,1,14566,0
59,49824.0,541,11.5,0.108,2,3,1,18665,0
53,,797,10.0,0.154,5,2,1,17075,0
42,106676.0,604,8.7,0.122,3,3,1,25771,0
45,67455.0,751,,0.224,5,1,1,13833,0
35,36099.0,714,1.2,0.171,4,3,2,10304,0
48,43189.0,547,2.0,0.125,1,1,2,14015,0
56,46006.0,580,2.5,0.248,3,2,1,13399,0
21,50143.0,805,1.3,0.123,0,2,0,15986,0
49,20000.0,557,4.2,0.326,2,2,1,5846,0
59,28532.0,665,0.6,0.373,4,1,1,7973,0
39,20000.0,556,11.1,0.164,2,3,1,13375,0
56,100975.0,612,12.4,0.234,2,0,1,22861,0
80,34590.0,644,6.8,0.244,5,0,1,9564,0
43,31111.0,556,0.8,0.207,3,2,2,9572,0
51,74417.0,535,17.7,0.215,2,2,2,22542,0
34,50912.0,684,27.0,0.085,0,2,1,26553,0
48,20000.0,549,1.8,0.053,4,3,2,9810,0
52,34313.0,553,9.8,0.623,2,0,1,5185,0
48,27774.0,537,14.8,0.201,7,0,0,13356,0
30,20000.0,641,6.2,0.172,4,3,0,11151,0
48,20906.0,763,3.1,0.183,3,2,0,11512,0
67,31356.0,831,,0.211,2,3,1,12618,0
52,33125.0,563,5.7,0.073,1,3,1,16294,0
59,20000.0,850,4.1,0.186,3,2,1,11688,0
41,,529,21.3,0.113,5,2,1,26770,0
56,33467.0,780,10.9,0.054,1,1,0,17153,0
49,37423.0,563,2.2,0.336,6,0,2,7072,0
31,50037.0,545,7.0,0.359,1,2,0,12667,0
50,20000.0,561,9.3,0.249,0,2,2,10277,0
30,52317.0,644,1.2,0.183,6,2,2,13410,0
36,27074.0,720,3.6,0.071,4,0,1,12068,0
48,20000.0,730,18.9,0.409,2,0,0,11566,0
49,57455.0,537,6.7,0.044,5,0,0,15362,0
27,119771.0,531,2.0,0.143,3,2,1,24222,0
61,64852.0,540,1.0,0.388,3,2,0,11616,0
54,75992.0,637,5.8,0.177,2,1,1,16831,0
34,23945.0,625,6.3,0.097,1,2,1,13242,0
22,20000.0,536,3.3,0.33,3,1,1,6851,0
43,119624.0,682,8.0,0.58,4,2,1,21656,0
38,187890.0,850,0.6,0.224,4,1,1,35205,0
47,124772.0,589,1.3,0.362,6,2,1,19850,0
40,27761.0,598,6.3,0.217,1,1,1,10023,0
18,20000.0,717,0.5,0.324,2,0,0,7020,0
39,20000.0,583,17.0,0.224,2,1,2,12279,0
40,20000.0,730,1.2,0.582,6,3,1,4071,0
55,33326.0,564,9.0,0.019,3,0,1,15767,0
35,131208.0,850,4.0,0.28,4,0,1,26122,0
70,32425.0,691,4.1,0.023,3,1,1,12871,0
18,46252.0,576,11.6,0.172,3,3,1,16818,0
65,109150.0,579,5.5,0.196,5,1,1,21464,0
42,26284.0,588,10.3,0.225,2,1,1,12549,0
58,185058.0,815,5.6,0.105,4,1,1,37808,0
46,178738.0,498,7.2,0.337,3,3,0,32083,0
62,32699.0,570,11.4,0.094,4,3,0,14030,0
39,22879.0,583,7.5,0.132,2,1,2,10418,0
29,63436.0,648,7.6,0.116,3,2,0,17622,0
66,27501.0,617,,0.358,0,1,0,11095,0
43,20000.0,471,23.8,0.094,5,1,1,15955,0
48,101214.0,602,3.8,0.596,3,2,0,16380,0
64,96101.0,638,6.9,0.147,3,1,0,22121,0
30,41127.0,575,0.7,0.175,2,1,0,11792,0
54,20000.0,732,3.6,0.27,1,3,1,10314,0
36,20000.0,760,4.2,0.256,6,1,1,9373,0
43,39568.0,641,14.4,0.427,2,0,0,11942,0
46,24346.0,678,5.8,0.358,5,2,1,8545,0
22,27643.0,391,10.5,0.101,5,1,0,11648,0
33,82254.0,599,0.2,0.237,1,1,1,16975,0
65,65287.0,771,5.0,0.259,7,0,0,16253,0
58,109372.0,599,,0.038,4,0,0,26876,0
44,20000.0,562,2.0,0.16,3,1,2,8777,0
49,27597.0,850,0.3,0.09,6,1,2,11517,0
41,66648.0,850,4.5,0.242,5,2,1,17586,0
65,51972.0,706,9.8,0.043,3,3,0,20134,0
42,123736.0,787,4.8,0.084,2,1,1,29054,0
48,50840.0,383,4.9,0.229,1,2,2,12134,0
62,159291.0,555,8.9,0.112,3,0,0,32778,0
33,55939.0,594,2.3,0.053,1,3,0,16360,0
68,,622,11.2,0.27,2,2,1,20406,0
22,28034.0,591,1.3,0.292,2,2,1,6232,0
69,36733.0,344,4.0,0.201,2,0,0,8511,0
39,75264.0,696,8.5,0.153,2,1,2,20282,0
41,131977.0,715,,0.214,0,1,1,31509,0
18,65081.0,842,12.5,0.056,3,3,0,24650,0
38,33978.0,555,10.2,0.323,7,1,0,9834,0
29,109302.0,546,,0.372,1,1,2,20186,0
36,20000.0,328,1.0,0.155,8,0,1,7758,0
43,20000.0,615,2.0,0.325,3,1,0,5348,0
59,62649.0,758,16.0,0.057,5,2,1,21984,0
48,36728.0,577,15.6,0.65,0,2,1,9839,0
50,58948.0,850,24.2,0.185,7,1,1,22831,0
29,38236.0,619,0.6,0.136,4,1,0,11993,0
32,57340.0,668,6.2,0.188,4,1,0,16942,0
72,20000.0,486,8.4,0.431,3,0,0,5167,0
34,57319.0,684,9.9,0.397,2,3,2,15192,0
70,80461.0,412,8.3,0.215,3,2,2,16275,0
41,96417.0,733,11.8,0.132,1,3,1,26896,0
45,181833.0,737,3.6,0.088,2,1,1,37757,0
61,44147.0,813,1.6,0.352,5,3,0,11971,0
64,45212.0,528,1.8,0.352,2,1,1,9495,0
43,20000.0,669,0.1,0.267,2,2,1,6593,0
39,23739.0,718,3.5,0.262,5,1,1,8896,0
44,31118.0,703,0.8,0.12,0,2,0,13122,0
50,84142.0,546,3.1,0.186,3,1,1,17407,0
58,22275.0,363,7.9,0.375,1,2,2,6604,0
45,68670.0,692,18.0,0.258,2,3,0,22868,0
54,36268.0,632,14.6,0.302,2,2,1,13737,0
70,31516.0,582,2.3,0.247,2,3,1,9788,0
51,44317.0,742,1.2,0.283,2,1,0,12148,0
50,26558.0,645,1.7,0.462,2,1,1,5566,0
22,25765.0,492,28.3,0.112,1,2,0,18480,0
18,20000.0,418,6.4,0.241,4,1,1,7472,0
51,29781.0,515,1.6,0.3,3,1,1,6962,0
44,24736.0,850,14.7,0.223,1,1,1,15514,0
37,24034.0,737,4.0,0.075,3,2,1,13022,0
49,50691.0,673,18.4,0.159,0,2,1,19087,0
44,61507.0,628,2.4,0.283,1,2,2,15488,0
62,43729.0,620,4.0,0.234,2,1,2,9745,0
46,80526.0,790,5.6,0.052,2,1,0,21621,0
34,57552.0,591,17.9,0.151,2,1,1,20682,0
60,28680.0,719,16.2,0.143,3,1,0,15938,0
42,25077.0,608,6.8,0.178,1,0,0,11687,0
53,46642.0,850,2.0,0.111,2,3,1,17485,0
38,57470.0,739,4.1,0.116,6,3,0,18664,0
35,,799,29.7,0.228,4,2,0,32949,0
46,94178.0,580,7.5,0.469,4,1,1,15253,0
45,23549.0,777,12.2,0.197,3,1,1,14299,0
52,33470.0,612,4.8,0.337,3,2,2,8994,0
41,62119.0,663,6.1,0.208,3,1,1,15049,0
18,85340.0,846,4.5,0.121,4,2,2,22166,0
39,76970.0,525,9.7,0.246,2,3,1,18770,0
57,34506.0,674,15.3,0.185,5,1,0,14873,0
41,20000.0,703,5.7,0.26,3,2,1,8144,0
41,20000.0,712,5.2,0.102,3,3,1,12639,0
60,45166.0,596,3.3,0.274,6,1,0,11128,0
34,47752.0,850,1.6,0.347,2,2,0,12705,0
22,20000.0,495,22.4,0.284,4,2,1,16444,0
43,37634.0,825,3.0,0.17,3,3,1,14343,0
38,60173.0,796,12.9,0.194,0,3,1,22324,0
31,20000.0,850,10.1,0.052,3,2,2,16526,0
42,87904.0,459,12.5,0.172,4,2,0,21535,0
52,26849.0,546,22.1,0.18,2,1,1,17582,0
45,99319.0,829,7.8,0.321,2,2,2,23807,0
50,23700.0,425,18.3,0.137,4,1,0,11577,0
72,20000.0,457,1.5,0.336,4,1,0,4236,0
40,25172.0,591,7.9,0.232,1,2,0,11710,0
49,33654.0,673,11.8,0.249,4,2,0,13706,0
37,26615.0,841,2.5,0.536,4,1,1,5554,0
32,30552.0,628,,0.339,2,0,1,10126,0
36,47438.0,577,12.1,0.246,1,1,1,15073,0
38,31668.0,687,14.2,0.027,5,1,0,16525,0
50,34445.0,706,3.0,0.122,3,1,1,12107,0
80,20000.0,703,9.2,0.124,5,1,1,12085,0
34,49680.0,629,2.9,0.164,3,2,1,14229,0
39,33814.0,415,10.7,0.253,1,1,0,11291,0
44,131694.0,540,5.0,0.079,2,1,0,26837,0
51,20000.0,820,7.3,0.298,1,3,1,11142,0
49,20000.0,672,4.3,0.124,3,2,0,11871,0
64,59543.0,611,1.4,0.174,3,1,1,12657,0
18,47917.0,784,1.6,0.157,7,1,0,13410,0
18,,514,0.6,0.153,1,2,0,9436,0
38,20000.0,623,7.7,0.201,3,0,0,9062,0
61,124233.0,667,15.1,0.475,2,2,1,25302,0
22,112565.0,597,0.2,0.304,1,0,1,21977,0
18,20000.0,662,0.5,0.214,2,0,0,6217,0
54,25170.0,627,4.9,0.205,2,3,0,10988,0
49,137496.0,482,10.7,0.043,4,2,1,29932,0
29,24814.0,672,1.4,0.206,4,1,0,8743,0
30,24527.0,491,2.5,0.116,3,2,0,11530,0
30,,670,2.1,0.152,4,3,0,10983,0
47,20000.0,815,4.1,0.53,4,0,0,4748,0
36,20000.0,616,2.0,0.388,1,0,1,5277,0
52,84292.0,509,3.5,0.276,1,3,2,17856,0
18,,635,10.4,0.1,3,2,0,13662,0
32,44259.0,550,7.6,0.054,3,3,0,15305,0
28,73811.0,721,0.7,0.133,4,2,0,19680,0
41,20000.0,632,8.1,0.065,2,1,0,13142,0
37,20000.0,850,5.2,0.31,4,0,2,9974,0
57,95850.0,790,21.8,0.332,4,1,0,26953,0
18,55621.0,632,2.7,0.481,6,2,0,7978,0
46,22163.0,736,10.4,0.274,3,1,1,10023,0
53,95016.0,603,10.5,0.11,3,2,1,25052,0
73,95342.0,654,2.0,0.147,3,1,1,21287,0
38,45037.0,607,18.7,0.279,3,1,2,15862,0
50,20000.0,742,5.4,0.348,4,0,0,8099,0
18,26088.0,822,9.1,0.302,1,1,0,12833,0
18,45666.0,746,1.3,0.265,4,2,0,11844,0
58,31230.0,761,2.4,0.044,4,2,1,15522,0
45,76970.0,761,7.1,0.291,4,1,1,18334,0
63,20000.0,716,3.1,0.42,2,1,1,7140,0
24,20000.0,513,5.5,0.248,4,1,0,8357,0
53,41969.0,850,3.7,0.1,1,2,1,18847,0
73,24508.0,850,8.2,0.173,1,2,1,13440,0
51,21990.0,622,5.3,0.032,3,1,1,14089,0
49,20000.0,606,0.0,0.167,6,1,1,6718,0
45,36888.0,723,8.4,0.072,6,2,0,16277,0
21,34815.0,716,,0.085,2,2,2,16743,0
65,61254.0,626,3.3,0.134,0,2,0,17476,0
36,38374.0,500,0.8,0.091,3,1,1,10195,0
53,32660.0,687,2.0,0.142,2,2,1,13003,0
22,93116.0,716,2.0,0.254,2,1,2,18640,0
27,20000.0,737,21.9,0.36,3,1,0,12542,0
67,55777.0,692,4.5,0.177,5,0,1,13346,0
40,20000.0,617,0.3,0.371,2,3,0,6894,0
67,20000.0,769,1.2,0.223,2,2,1,8547,0
44,20000.0,658,0.7,0.274,2,1,0,6001,0
18,67884.0,594,7.1,0.207,2,3,1,18130,0
58,34464.0,628,,0.153,4,2,2,11274,0
36,35925.0,440,5.5,0.34,4,1,2,5834,0
55,20000.0,628,3.7,0.165,4,3,0,11599,0
45,28574.0,733,13.0,0.385,3,1,0,12584,0
22,20000.0,691,3.1,0.102,2,0,0,10501,0
47,49354.0,832,4.9,0.494,0,2,1,9263,0
78,20000.0,618,10.2,0.13,1,2,1,12120,0
52,105223.0,708,4.5,0.095,2,0,0,23418,0
44,20000.0,745,12.6,0.203,3,2,0,12040,0
61,20000.0,850,8.7,0.17,2,2,0,13630,0
48,138935.0,667,4.2,0.422,4,3,1,25613,0
48,25639.0,525,5.6,0.117,6,0,2,9206,0
29,20000.0,752,27.3,0.262,5,2,0,16372,0
49,43272.0,850,8.7,0.384,1,1,1,13858,0
61,24827.0,611,18.8,0.124,2,1,2,16732,0
32,20000.0,751,1.6,0.05,4,1,1,12163,0
66,20000.0,797,5.3,0.044,1,1,0,12642,0
44,332601.0,772,19.1,0.225,2,0,1,62200,0
32,29696.0,665,3.1,0.254,2,1,2,9367,0
60,20000.0,566,27.5,0.408,1,0,0,12334,0
41,119966.0,640,0.8,0.185,8,1,2,21124,0
56,59211.0,705,18.6,0.098,0,1,0,22913,0
41,20000.0,759,4.7,0.063,2,2,0,14747,0
44,20000.0,690,0.6,0.184,3,1,1,8224,0
52,62242.0,604,16.9,0.5,2,1,1,15563,0
49,29806.0,717,,0.166,3,0,0,11256,0
18,20000.0,753,,0.074,4,2,0,11225,0
28,151720.0,696,1.2,0.25,1,2,2,27081,0
59,25663.0,550,8.6,0.277,1,0,0,8621,0
43,120145.0,628,30.5,0.304,3,3,0,34456,0
37,100987.0,764,0.9,0.166,4,2,0,22948,0
25,20000.0,484,5.0,0.043,3,1,1,8834,0
29,82996.0,399,1.6,0.304,1,2,2,16360,0
18,21565.0,831,10.9,0.208,5,3,0,13138,0
43,20000.0,711,1.0,0.235,2,2,0,9386,0
36,25857.0,723,2.2,0.406,2,3,1,7082,0
31,49917.0,521,,0.213,1,0,1,11762,0
44,25080.0,739,6.4,0.189,1,3,1,13305,0
50,28406.0,683,16.5,0.278,4,0,0,12425,0
76,90658.0,460,5.7,0.184,5,2,0,17867,0
22,39545.0,821,0.5,0.306,3,1,0,9491,0
62,20000.0,669,6.6,0.23,4,0,0,8305,0
60,63680.0,602,12.8,0.188,1,3,0,19634,0
33,,605,1.1,0.324,1,0,2,9255,0
48,20000.0,408,0.6,0.294,6,3,0,5251,0
38,51158.0,721,1.7,0.219,7,1,1,11568,0
48,49685.0,681,11.0,0.12,2,2,1,17486,0
68,36905.0,627,7.2,0.312,10,1,2,8106,0
54,74114.0,803,6.2,0.091,7,2,0,21266,0
53,21207.0,484,2.3,0.052,2,2,0,10075,0
39,47534.0,578,3.2,0.188,3,2,0,14354,0
23,20000.0,548,27.0,0.407,1,1,1,11669,0
42,50296.0,617,2.2,0.385,1,1,0,8959,0
63,173243.0,658,18.6,0.368,2,0,2,35078,0
22,20000.0,702,7.0,0.159,5,2,1,12059,0
29,20000.0,608,1.1,0.172,4,2,1,9445,0
47,20578.0,545,5.0,0.347,3,2,1,3951,0
30,40296.0,850,23.7,0.133,0,1,0,20870,0
33,20000.0,850,4.3,0.163,2,1,0,12067,0
39,50868.0,667,15.9,0.034,2,2,1,22794,0
25,71501.0,559,2.4,0.304,4,0,0,13895,0
